CIK,Ticker,Year,Quarter,Total Revenue,Net Income,Operating Margin,EPS,Stock Price,Stock_Change
1090872,A,0,1,0.810436634717785,0.3938700823421775,0.7165610859728508,0.39544962080173346,0.3752144376586838,0
1090872,A,0,3,0.9089456869009586,0.39135407136322053,0.7031674208144798,0.39219934994582883,0.14801344952995266,0
1090872,A,1,1,1.0,0.39112534309240626,0.7384615384615386,0.39219934994582883,0.07294311397790434,0
1090872,A,1,3,0.4488817891373802,0.3058096980786825,0.21809954751131228,0.30335861321776814,0.02676181980374666,0
1090872,A,2,1,0.24653887113951012,0.28385178408051237,0.0,0.2816901408450704,0.09037260687572907,1
1090872,A,2,2,0.2630457933972311,0.2980329368709973,0.12760180995475118,0.29577464788732394,0.043710972346119537,0
1090872,A,2,3,0.22790202342917998,0.3037511436413541,0.002533936651583746,0.30227518959913324,0.0,0
1090872,A,3,1,0.23908413205537804,0.27150045745654167,0.23276018099547519,0.27085590465872156,0.00041172030467303417,1
1090872,A,3,2,0.26837060702875404,0.32250686184812444,0.14696832579185526,0.3217768147345612,0.02676181980374666,1
1090872,A,3,3,0.2870074547390842,0.0,0.331764705882353,0.0,0.037329307623687635,1
1090872,A,4,1,0.36208732694355705,0.37214089661482164,0.6477828054298643,0.37161430119176597,0.07664859671996158,1
1090872,A,4,2,0.4621938232161875,0.37968892955169264,0.6704072398190046,0.37919826652221017,0.06690454950936664,0
1090872,A,4,3,0.4909478168264111,0.37877401646843556,0.6635294117647059,0.3781148429035753,0.03513346599876484,0
1090872,A,5,1,0.37007454739084134,0.3794602012808784,0.6644343891402716,0.3781148429035753,0.03774102792836066,1
1090872,A,5,2,0.38604898828541,0.37763037511436415,0.6486877828054299,0.37594799566630555,0.04110341041652371,1
1090872,A,5,3,0.38604898828541,0.37968892955169264,0.6562895927601811,0.3781148429035753,0.0812461401221437,1
1090872,A,6,1,0.1986155484558041,1.0,0.6150226244343893,1.0,0.10107733479722772,1
1090872,A,6,2,0.24920127795527158,0.38220494053064963,0.7024434389140273,0.38461538461538464,0.07637411651684622,0
1090872,A,6,3,0.26091586794462196,0.4078225068618482,0.8184615384615386,0.41495124593716143,0.08104027996980717,1
1090872,A,7,1,0.1687965921192759,0.3902104300091492,0.6950226244343892,0.39544962080173346,0.09366636931311328,1
1090872,A,7,2,0.19009584664536738,0.3840347666971638,0.7399095022624436,0.38894907908992415,0.11445824469910107,1
1090872,A,7,3,0.21884984025559107,0.39821591948764873,0.7815384615384616,0.40628385698808234,0.10759623962121731,0
1090872,A,8,1,0.2289669861554846,0.383348581884721,0.7344796380090499,0.39003250270855905,0.07678583682151924,0
1090872,A,8,2,0.2625133120340788,0.3954711802378774,0.7978280542986427,0.40736728060671723,0.10176353530501611,1
1090872,A,8,3,0.25612353567625135,0.39455626715462033,0.8340271493212671,0.40628385698808234,0.07603101626295203,0
1090872,A,9,1,0.10809371671991486,0.37053979871912174,0.5987330316742082,0.37486457204767065,0.013449529952652167,0
1090872,A,9,2,0.06815761448349311,0.33279963403476676,0.48289592760181005,0.323943661971831,0.035064845947986006,1
1090872,A,9,3,0.050053248136315176,0.3515553522415371,0.5590950226244344,0.3488624052004334,0.06800247032182805,1
1090872,A,10,1,0.13312034078807244,0.3739707227813358,0.7009954751131222,0.38028169014084506,0.09675427159816097,1
1090872,A,10,2,0.16400425985090528,0.38060384263494973,0.7800904977375567,0.38894907908992415,0.07061003225142387,0
1090872,A,10,3,0.224174653887114,0.40279048490393415,0.7111312217194572,0.41928494041170095,0.09222534824675768,1
1090872,A,11,1,0.2960596379126731,0.4000457456541629,0.8121266968325793,0.4160346695557963,0.14224936526453028,1
1090872,A,11,2,0.3801916932907349,0.4016468435498628,0.8479638009049775,0.41820151679306605,0.16997186577918064,1
1090872,A,11,3,0.38764643237486696,0.43138151875571823,0.8615384615384617,0.4582881906825569,0.08296164139161463,0
1090872,A,12,1,0.35782747603833864,0.408508691674291,0.860633484162896,0.4268689057421452,0.14149454470596307,1
1090872,A,12,2,0.4100106496272631,0.4142268984446478,0.8738461538461539,0.4344528710725894,0.11878130789816785,0
1090872,A,12,3,0.40468583599574015,0.4114821591948765,0.844343891402715,0.4312026002166847,0.11576202566389898,0
1090872,A,13,1,0.3817891373801917,0.39684354986276305,0.7945701357466064,0.41170097508125675,0.13229945790159883,1
1090872,A,13,2,0.40947816826411076,0.3938700823421775,0.7831674208144798,0.40736728060671723,0.13634804089755023,1
1090872,A,13,3,0.36687965921192756,0.39432753888380606,0.8193665158371042,0.409534127843987,0.17463802923214158,1
1090872,A,14,1,0.3812566560170394,0.40050320219579144,0.7958371040723983,0.41928494041170095,0.19597886502436007,1
1090872,A,14,2,0.40894568690095845,0.3876944190301922,0.7802714932126698,0.4008667388949079,0.20400741096548405,1
1090872,A,14,3,0.4275825346112886,0.38952424519670636,0.795475113122172,0.40303358613217766,0.20249776984834963,0
1090872,A,15,1,0.033546325878594296,0.3723696248856359,0.7638009049773757,0.3781148429035753,0.20881081452000275,1
1090872,A,15,2,0.0,0.3748856358645929,0.7619909502262444,0.38244853737811485,0.1906265010636108,0
1090872,A,15,3,0.027156549520766737,0.3794602012808784,0.8180995475113124,0.38894907908992415,0.16434502161531597,0
1090872,A,16,1,0.034611288604898816,0.3840347666971638,0.8336651583710408,0.39544962080173346,0.20009606807109034,1
1090872,A,16,2,0.029818956336528202,0.37671546203110706,0.7933031674208146,0.3856988082340195,0.23042613051533653,1
1090872,A,16,3,0.04313099041533541,0.38426349496797807,0.8141176470588236,0.39653304442036835,0.24867906402250736,1
1090872,A,17,1,0.055378061767838105,0.39432753888380606,0.9102262443438915,0.41170097508125675,0.28758663281410823,1
1090872,A,17,2,0.07401490947816824,0.393412625800549,0.8908597285067874,0.4106175514626219,0.3300624442462087,1
1090872,A,17,3,0.08040468583599569,0.39592863677950596,0.8870588235294119,0.41495124593716143,0.36169628765525286,1
1090872,A,18,1,0.13205537806176781,0.282708142726441,0.9180090497737557,0.24810400866738896,0.381047141974885,1
1090872,A,18,2,0.12939297124600635,0.40279048490393415,0.8834389140271495,0.4247020585048754,0.34907019831194674,0
1090872,A,18,3,0.12779552715654952,0.4098810612991766,0.899004524886878,0.43553629469122424,0.40684828106772797,1
1090872,A,19,1,0.17092651757188504,0.4711802378774017,0.9129411764705884,0.5265438786565547,0.47354697042475813,1
1090872,A,19,2,0.14643237486687966,0.3975297346752059,0.876742081447964,0.4171180931744312,0.43704110341041646,0
1090872,A,19,3,0.1656017039403621,0.39958828911253436,0.8801809954751132,0.42145178764897073,0.45213751458176077,1
1090872,A,20,1,0.20979765708200215,0.40096065873742,0.8474208144796381,0.4247020585048754,0.4212584917312838,0
6201,AAL,5,3,0.3038860918816866,0.5474043382890568,0.900374619527043,0.587378640776699,0.36160990712074303,0
6201,AAL,6,1,0.2927942101950913,0.5622715086522057,0.908803558885507,0.6407766990291262,0.731062951496388,1
6201,AAL,6,2,0.34243234738829453,0.6556178406044357,0.9428705221259659,0.875,0.9362229102167182,1
6201,AAL,6,3,0.33236312146003777,0.5883499878137948,0.9246078201826271,0.7087378640776699,0.8152734778121774,0
6201,AAL,7,1,0.2993234738829453,0.6044357786985133,0.9229688597518146,0.7427184466019418,0.8377708978328173,1
6201,AAL,7,2,0.334880427942102,0.6619546673165976,0.9426949192226646,0.8555825242718447,0.5417956656346749,0
6201,AAL,7,3,0.34015103838892385,0.6273458445040214,0.9275930695387499,0.7851941747572815,0.46357069143446855,0
6201,AAL,8,1,0.3205632473253619,0.5047526200341214,0.8770194333879655,0.5400485436893203,0.12610939112487102,0
6201,AAL,8,2,0.3584801762114538,0.2317816232025347,0.7740575977522829,0.0,0.0014447884416924628,0
6201,AAL,8,3,0.37751730648206416,0.5956617109432123,0.8765511589791619,0.720873786407767,0.06996904024767801,1
6201,AAL,9,1,0.25306796727501574,0.4932975871313673,0.872746429407633,0.5364077669902912,0.0020639834881320956,0
6201,AAL,9,2,0.257001258653241,0.4896417255666585,0.8691758370405058,0.5315533980582524,0.0,0
6201,AAL,9,3,0.2757237256135935,0.49719717280038994,0.8740927183329432,0.5473300970873786,0.044169246646026825,1
6201,AAL,10,1,0.27108244178728763,0.4616134535705581,0.8618005151018497,0.5157766990291262,0.0957688338493292,1
6201,AAL,10,2,0.31875393329137824,0.5820131611016329,0.9164130180285649,0.6966019417475727,0.12033023735810112,1
6201,AAL,10,3,0.33196979232221524,0.6195466731659761,0.9304612502926716,0.7524271844660194,0.1327141382868937,1
6201,AAL,11,1,0.3076620516047829,0.47843041676821835,0.871692811987825,0.5412621359223301,0.12218782249742004,0
6201,AAL,11,2,0.35336689741976085,0.5149890324153058,0.8887262936080544,0.5970873786407767,0.12610939112487102,1
6201,AAL,11,3,0.3739773442416614,0.5452108213502315,0.8997892765160385,0.6419902912621359,0.05985552115583076,0
6201,AAL,12,1,0.3473096286972939,0.18011211308798436,0.8876141418871459,0.09951456310679607,0.10051599587203304,1
6201,AAL,12,2,0.3799559471365639,0.5259566171094321,0.9090962303910093,0.6128640776699029,0.21217750257997936,1
6201,AAL,12,3,0.37814663310258023,0.5266877894223738,0.9008428939358465,0.6140776699029126,0.15624355005159957,0
6201,AAL,13,1,0.35210824417872877,0.5015842066780405,0.9011940997424492,0.5764563106796117,0.28297213622291023,1
6201,AAL,13,2,0.37971994965387035,0.6383134291981477,0.9405876843830486,0.779126213592233,0.2722394220846234,0
6201,AAL,13,3,0.4095342983008181,0.655130392395808,0.956040739873566,0.8046116504854368,0.3215686274509804,1
6201,AAL,14,1,0.6586689741976086,0.701681696319766,0.9389487239522362,0.7803398058252426,0.6648090815273477,1
6201,AAL,14,2,0.7656544996853367,0.79527175237631,0.9683329431046594,0.845873786407767,0.7886480908152734,1
6201,AAL,14,3,0.7486626809314034,0.8142822325127955,0.9624209786935145,0.8592233009708737,0.6447884416924664,0
6201,AAL,15,1,0.6454531151667716,0.8118449914696564,0.9686841489112621,0.8628640776699029,0.9869969040247677,1
6201,AAL,15,2,0.7241189427312775,1.0,1.0,1.0,0.737048503611971,0
6201,AAL,16,1,0.6146161107614853,0.7553009992688277,0.9790447202060408,0.8398058252427184,0.7638802889576882,1
6201,AAL,16,2,0.6876179987413468,0.8162320253473068,0.9950245844064622,0.9053398058252426,0.5143446852425181,0
6201,AAL,17,1,0.6294839521711769,0.6417255666585425,0.9328026223366894,0.7560679611650485,0.7983488132094942,1
6201,AAL,17,2,0.7459880427942103,0.7804045820131611,0.9771716225708266,0.8992718446601942,0.9607843137254903,1
6201,AAL,17,3,0.7281308999370674,0.73677796734097,0.962479512994615,0.8567961165048543,0.9060887512899896,0
6201,AAL,18,1,0.690607300188798,0.6300268096514745,0.9204518848044956,0.7475728155339806,1.0,1
6201,AAL,18,2,0.7883102580239144,0.7226419692907629,0.9479044720206042,0.8483009708737863,0.7197110423116614,0
6201,AAL,18,3,0.781702328508496,0.6678040458201315,0.9291149613673614,0.7900485436893203,0.7898864809081527,1
6201,AAL,19,1,0.7050031466331026,0.6297830855471606,0.9169983610395693,0.75,0.5995872033023736,0
6201,AAL,19,2,0.8132473253618628,0.7460394833048989,0.9525872161086397,0.8810679611650485,0.6187822497420021,1
6201,AAL,19,3,0.8093926998112021,0.6882768705825006,0.9359634745961134,0.816747572815534,0.5054695562435501,0
6201,AAL,20,2,0.0,0.08091640263222033,0.0,0.11529126213592222,0.22249742002063988,0
6201,AAL,20,3,0.12201069855254879,0.0,0.36648325918988534,0.12864077669902907,0.2063983488132095,0
320193,AAPL,0,3,0.006634602126641416,0.0108145106091718,0.6435068216270844,0.07910349373764007,0.0007749268124677116,0
320193,AAPL,1,1,0.0,0.0,0.0,0.0,0.0005166178749784745,0
320193,AAPL,1,2,0.003795835935535676,0.007008898015058179,0.553688731682668,0.04943968358602504,0.0006027208541415532,1
320193,AAPL,2,1,0.002984759880934036,0.006379192334017796,0.5234967155128852,0.04548450889914304,0.0006457723437230927,1
320193,AAPL,2,3,0.003422740950418921,0.00621492128678987,0.5386558868115209,0.04416611733684904,4.3051489581539593e-05,0
320193,AAPL,3,1,0.003771503653897626,0.005119780971937029,0.49545224861040926,0.03691496374423203,0.0,0
320193,AAPL,3,2,0.0043635891737568225,0.005859000684462697,0.5344871147043961,0.041529334212261036,0.0003444119166523161,1
320193,AAPL,4,1,0.008102649785470385,0.007063655030800821,0.5737746336533602,0.04943968358602504,0.0008610297916307904,1
320193,AAPL,4,2,0.007315906012506793,0.006598220396988364,0.5615209701869631,0.046802900461437036,0.0012054417082831067,1
320193,AAPL,4,3,0.008167535869838516,0.007008898015058179,0.5722587165234967,0.04878048780487804,0.001592905114516962,1
320193,AAPL,5,1,0.020139018435758722,0.013415468856947296,0.6730672056594239,0.08767303889255107,0.004477354916480111,1
320193,AAPL,5,3,0.02038234125213921,0.014099931553730322,0.6803941384537645,0.06394199077125906,0.006027208541415533,1
320193,AAPL,5,4,0.038461226509209766,0.020807665982203967,0.6918898433552298,0.08305866842452207,0.008395040468400207,1
320193,AAPL,6,1,0.02718726935024697,0.016563997262149213,0.6805204648812531,0.07053394858272906,0.0072326502496986396,0
320193,AAPL,6,3,0.02727648771625315,0.018261464750171118,0.6907529055078322,0.07448912326961107,0.009083864301704837,1
320193,AAPL,7,1,0.04954052541506817,0.032826830937713894,0.7618746841839312,0.11535926170072511,0.011150335801618734,1
320193,AAPL,7,3,0.03571167868411021,0.027734428473648185,0.7702122283981808,0.10019775873434408,0.01898570690545893,1
320193,AAPL,8,1,0.06976065145628707,0.04862422997946612,0.8065942395149065,0.15754779169413313,0.017694162218012746,0
320193,AAPL,8,3,0.0523711808456279,0.034688569472963726,0.7627589691763517,0.11799604482531309,0.013819528155674185,0
320193,AAPL,9,1,0.07429456660151024,0.04928131416837782,0.7913087417887822,0.15754779169413313,0.012700189426554159,0
320193,AAPL,9,3,0.05945187480230021,0.03898699520876112,0.78044466902476,0.1292023731048121,0.023118649905286722,1
320193,AAPL,9,4,0.1190335217733367,0.09782340862422997,0.9075290550783224,0.28477257745550427,0.026390563113483725,1
320193,AAPL,10,1,0.10131962074083688,0.0895003422313484,0.89944416371905,0.26170072511535925,0.029533321852936112,1
320193,AAPL,10,2,0.11917140470261897,0.09440109514031486,0.867988883274381,0.27356624917600525,0.03168589633201309,1
320193,AAPL,11,1,0.20872231189118606,0.16971937029431897,0.8967913087417888,0.46868820039551745,0.044256931289822624,1
320193,AAPL,11,2,0.22356500369039606,0.20542094455852156,0.9418898433552298,0.5583388266315095,0.04257792319614258,0
320193,AAPL,12,1,0.36762833250873933,0.3630116358658453,1.0,0.9630850362557679,0.07676080592388496,1
320193,AAPL,12,2,0.2758956307332939,0.2469267624914442,0.9447953511874685,0.6591957811470006,0.07473738591355261,0
320193,AAPL,13,1,0.43396624301460746,0.36339493497604375,0.9259727134916624,0.9564930784442979,0.0573015326330291,0
320193,AAPL,13,3,0.2783288588970988,0.1942505133470226,0.8562405255179384,0.5332893869479235,0.06259686585155846,1
320193,AAPL,13,4,0.45896360701743005,0.36323066392881587,0.9101819100555837,0.9999999999999999,0.07426381952815567,1
320193,AAPL,14,1,0.3620562400136261,0.28522929500342226,0.9033602829711975,0.8088332234673697,0.0714654727053556,0
320193,AAPL,14,2,0.29543445288864734,0.2174674880219028,0.8743052046488125,0.12326961107448911,0.0872653693817806,1
320193,AAPL,15,1,0.5968870901024389,0.4988090349075975,0.9377210712481051,0.24126565589980223,0.11873600826588598,1
320193,AAPL,15,2,0.4623376834045729,0.3768377823408624,0.925088428499242,0.19248516809492416,0.12019975891165834,1
320193,AAPL,15,3,0.394166741015305,0.297659137577002,0.8859272359777666,0.16084377059986815,0.10607887032891337,0
320193,AAPL,16,1,0.6072120882775178,0.5080355920602326,0.9292572006063669,0.25576796308503624,0.10582056139142414,0
320193,AAPL,16,3,0.33538805933832416,0.21878165639972622,0.8284487114704395,0.1324983520105471,0.11107284312037197,1
320193,AAPL,17,1,0.6273186636710925,0.4951676933607118,0.9037392622536634,0.26104152933421226,0.14275873945238504,1
320193,AAPL,17,3,0.420859253972245,0.307296372347707,0.8640727640222334,0.17732366512854314,0.1544687446185638,1
320193,AAPL,18,1,0.7079558450195875,0.5546885694729636,0.9032339565437089,0.2966381015161503,0.16953676597210265,1
320193,AAPL,18,3,0.423852124613725,0.3207118412046543,0.8264274886306215,0.19380355965721816,0.23011021181332872,1
320193,AAPL,19,1,0.6756506857648041,0.5519507186858316,0.8770843860535624,0.3164139749505603,0.1949801963147925,0
320193,AAPL,19,2,0.4623782372073029,0.3218617385352498,0.8189742294087923,0.20105471324983518,0.20397795763733426,1
320193,AAPL,19,3,0.4282643783507579,0.28032854209445585,0.7981303688731682,0.18325642715886617,0.23183227139659032,1
320193,AAPL,20,1,0.7365543867048413,0.6141273100616016,0.8787266296109146,0.37046802900461434,0.26476666092646806,1
320193,AAPL,20,2,0.4647952438500158,0.31331964407939766,0.8057099545224861,0.2083058668424522,0.38126399173411396,1
320193,AAPL,20,3,0.47592320731915033,0.3134291581108829,0.8041940373926225,0.21028345418589317,0.4852763905631135,1
1551152,ABBV,13,1,0.0,0.32631981637337415,0.6627133352617877,0.3602693602693603,0.0,0
1551152,ABBV,13,2,0.0346274921301154,0.3454475899005356,0.6870118599942147,0.3804713804713805,0.0034058317399617843,1
1551152,ABBV,13,3,0.031384145759801585,0.3255547054322877,0.643043100954585,0.35690235690235694,0.017447418738049725,1
1551152,ABBV,14,1,0.0223218544309835,0.3286151491966335,0.6473821232282326,0.3602693602693603,0.04553059273422563,1
1551152,ABBV,14,2,0.0569493465610989,0.35118592195868403,0.6812264969626844,0.3872053872053872,0.06650334608030592,1
1551152,ABBV,14,3,0.06582085280931027,0.23794950267788828,0.34480763667920167,0.26262626262626265,0.07325525812619504,1
1551152,ABBV,15,1,0.06782409615568064,0.3366488140780413,0.7587503615851896,0.3703703703703704,0.07964866156787764,1
1551152,ABBV,15,2,0.10931985118763715,0.40244835501147663,0.7688747468903674,0.4377104377104377,0.11561902485659656,1
1551152,ABBV,15,3,0.15405895258990748,0.37815608263198164,0.708706971362453,0.40740740740740744,0.06686185468451245,0
1551152,ABBV,16,1,0.15539444815415432,0.4001530221882173,0.8981776106450681,0.43434343434343436,0.08209847036328871,1
1551152,ABBV,16,2,0.20251836306400833,0.44912012241775057,0.8605727509401215,0.48821548821548827,0.10390774378585091,1
1551152,ABBV,16,3,0.2006105122579414,0.4468247895944912,0.8527625108475558,0.4814814814814815,0.11089866156787762,1
1551152,ABBV,17,1,0.21072212153009634,0.4684391736801836,0.8614405553948512,0.5151515151515151,0.12470124282982795,1
1551152,ABBV,17,2,0.2494514928932557,0.5074598316755929,0.9056985825860573,0.5589225589225589,0.15864005736137668,1
1551152,ABBV,17,3,0.2543165124487265,0.45313695485845445,0.9097483367081285,0.4983164983164984,0.2314173040152964,1
1551152,ABBV,18,1,0.3438901077935705,0.6734889058913542,0.850159097483367,0.7407407407407407,0.26195028680688337,1
1551152,ABBV,18,2,0.3767051416579224,0.5204667176740627,0.7558576800694244,0.5791245791245792,0.25740917782026773,0
1551152,ABBV,18,3,0.3726986549651817,0.6666029074215761,0.9013595603124098,0.7643097643097645,0.27013623326959846,1
1551152,ABBV,19,1,0.33377849852141567,0.6109410864575363,0.9030951692218687,0.7104377104377104,0.21635994263862332,0
1551152,ABBV,19,2,0.3745111132309454,0.28289977046671766,0.982933179056986,0.31986531986531985,0.1850501912045889,0
1551152,ABBV,19,3,0.3958790422588953,0.5015302218821729,0.683829910326873,0.5824915824915826,0.20417065009560229,1
1551152,ABBV,20,1,0.4092339979013641,0.7169089517980107,1.0,0.835016835016835,0.21641969407265774,1
1551152,ABBV,20,2,0.5815129256892111,0.0,0.0,0.0,0.32893164435946465,1
1551152,ABBV,20,3,0.8178002480206048,0.5826319816373373,0.5209719409892971,0.5925925925925927,0.28256453154875716,0
1551152,ABBV,21,1,0.8281026423733664,0.8207727620504973,0.7032108764824994,0.824915824915825,0.39782504780114725,1
1551152,ABBV,21,2,0.9186301631212439,0.28768171384850805,0.7110211165750652,0.2962962962962963,0.4270434990439771,1
1551152,ABBV,21,3,0.9551655060574264,0.7492348890589136,0.6592421174428696,0.7542087542087543,0.40881931166347996,0
1551152,ABBV,22,1,0.8784699036535344,1.0,0.7992479028059012,1.0,0.7082934990439771,1
1800,ABT,0,2,0.0060918025906192,0.3653458213256484,0.9999999999999999,0.3793103448275862,0.012895094046926514,0
